"CODMUNRES","n_nasc_vivos","ANONASC","Cardiopatias","Membros","Neural","Fendas","Microcefalia","nome","latitude","longitude"
"431070",34,2022,0,0,0,0,0,"Itatiba do Sul",-27.3846,-52.4538
"431075",12,2022,0,0,0,0,0,"Ivorá",-29.5232,-53.5842
"431080",228,2022,0,0,0,0,0,"Ivoti",-29.5995,-51.1533
"431085",43,2022,0,0,0,0,0,"Jaboticaba",-27.6347,-53.2762
"431087",23,2022,1,0,0,0,0,"Jacuizinho",-29.0401,-53.0657
"431090",39,2022,0,0,0,0,0,"Jacutinga",-27.7291,-52.5372
"431100",284,2022,0,0,1,0,0,"Jaguarão",-32.5604,-53.377
"431110",80,2022,0,0,0,0,0,"Jaguari",-29.4936,-54.703
"431112",42,2022,0,1,0,0,0,"Jaquirana",-28.8811,-50.3637
"431113",27,2022,0,0,1,1,0,"Jari",-29.2922,-54.2237
"431115",79,2022,0,1,0,0,0,"Jóia",-28.6435,-54.1141
"431120",169,2022,0,0,0,0,0,"Júlio de Castilhos",-29.2299,-53.6772
"431123",11,2022,0,0,0,0,0,"Lagoa Bonita do Sul",-29.4939,-53.017
"431125",58,2022,0,0,0,0,0,"Lagoão",-29.2348,-52.7997
"431127",13,2022,0,0,0,0,0,"Lagoa dos Três Cantos",-28.5676,-52.8618
"431130",334,2022,0,0,0,0,0,"Lagoa Vermelha",-28.2093,-51.5248
"431140",1206,2022,2,7,1,3,0,"Lajeado",-29.4591,-51.9644
"431142",41,2022,0,1,0,0,0,"Lajeado do Bugre",-27.6913,-53.1818
"431150",75,2022,0,0,0,0,0,"Lavras do Sul",-30.8071,-53.8931
"431160",55,2022,0,0,0,0,0,"Liberato Salzano",-27.601,-53.0753
"431162",84,2022,0,0,0,0,0,"Lindolfo Collor",-29.5859,-51.2141
"431164",12,2022,0,0,0,0,0,"Linha Nova",-29.4679,-51.2003
"431170",68,2022,0,0,0,1,0,"Machadinho",-27.5667,-51.6668
"431171",59,2022,0,0,0,0,0,"Maçambará",-29.1445,-56.0674
"431173",25,2022,0,0,0,0,0,"Mampituba",-29.2136,-49.9311
"431175",73,2022,0,1,0,0,0,"Manoel Viana",-29.5859,-55.4841
"431177",65,2022,0,0,0,0,0,"Maquiné",-29.6798,-50.2079
"431179",19,2022,0,1,0,0,0,"Maratá",-29.5457,-51.5573
"431180",554,2022,0,0,0,0,0,"Marau",-28.4498,-52.1986
"431190",46,2022,0,0,0,0,0,"Marcelino Ramos",-27.4676,-51.9095
"431198",36,2022,0,0,0,0,0,"Mariana Pimentel",-30.353,-51.5803
"431200",14,2022,0,0,0,0,0,"Mariano Moro",-27.3568,-52.1467
"431205",29,2022,0,0,0,0,0,"Marques de Souza",-29.3311,-52.0973
"431210",38,2022,0,0,0,0,0,"Mata",-29.5649,-54.4641
"431213",30,2022,0,1,0,0,0,"Mato Castelhano",-28.28,-52.1932
"431215",38,2022,1,0,0,0,0,"Mato Leitão",-29.5285,-52.1278
"431217",15,2022,0,0,0,0,0,"Mato Queimado",-28.252,-54.6159
"431220",45,2022,0,0,0,0,0,"Maximiliano de Almeida",-27.6325,-51.802
"431225",83,2022,1,0,0,0,0,"Minas do Leão",-30.1346,-52.0423
"431230",72,2022,0,1,0,0,0,"Miraguaí",-27.497,-53.6891
"431235",13,2022,0,0,0,0,0,"Montauri",-28.6462,-52.0767
"431237",39,2022,0,1,0,1,0,"Monte Alegre dos Campos",-28.6805,-50.7834
"431238",23,2022,0,0,0,0,0,"Monte Belo do Sul",-29.1607,-51.6333
"431240",849,2022,1,1,0,0,0,"Montenegro",-29.6824,-51.4679
"431242",26,2022,1,0,0,0,0,"Mormaço",-28.6968,-52.6999
"431244",34,2022,0,0,0,0,0,"Morrinhos do Sul",-29.3578,-49.9328
"431245",41,2022,0,0,0,0,0,"Morro Redondo",-31.5887,-52.6261
"431247",80,2022,0,1,0,0,0,"Morro Reuter",-29.5379,-51.0811
"431250",128,2022,0,0,0,1,0,"Mostardas",-31.1054,-50.9167
"431260",34,2022,0,0,0,0,0,"Muçum",-29.163,-51.8714
"431261",26,2022,0,0,0,0,0,"Muitos Capões",-28.3132,-51.1836
"431262",27,2022,0,1,0,0,0,"Muliterno",-28.3253,-51.7697
"431265",207,2022,0,0,0,0,0,"Não-Me-Toque",-28.4548,-52.8182
"431267",19,2022,0,0,0,0,0,"Nicolau Vergueiro",-28.5298,-52.4676
"431270",194,2022,1,0,0,0,0,"Nonoai",-27.3689,-52.7756
"431275",36,2022,0,0,0,0,0,"Nova Alvorada",-28.6822,-52.1631
"431280",100,2022,0,0,0,0,0,"Nova Araçá",-28.6537,-51.7458
"431290",79,2022,0,0,0,0,0,"Nova Bassano",-28.7291,-51.7072
"431295",18,2022,0,0,0,0,0,"Nova Boa Vista",-27.9926,-52.9784
"431300",20,2022,0,0,0,0,0,"Nova Bréscia",-29.2182,-52.0319
"431301",34,2022,0,0,0,0,0,"Nova Candelária",-27.6137,-54.1074
"431303",50,2022,0,0,0,0,0,"Nova Esperança do Sul",-29.4066,-54.8293
"431306",257,2022,1,1,0,0,0,"Nova Hartz",-29.5808,-50.9051
"431308",19,2022,1,0,0,0,0,"Nova Pádua",-29.0275,-51.3098
"431310",48,2022,0,0,0,0,0,"Nova Palma",-29.471,-53.4689
"431320",245,2022,0,0,0,0,0,"Nova Petrópolis",-29.3741,-51.1136
"431330",292,2022,2,4,0,0,1,"Nova Prata",-28.7799,-51.6113
"431333",19,2022,0,0,0,0,0,"Nova Ramada",-28.0667,-53.6992
"431335",35,2022,0,0,0,0,0,"Nova Roma do Sul",-28.9882,-51.4095
"431337",382,2022,0,2,0,0,0,"Nova Santa Rita",-29.8525,-51.2837
"431339",25,2022,0,0,0,0,0,"Novo Cabrais",-29.7338,-52.9489
"431340",2730,2022,4,5,1,1,0,"Novo Hamburgo",-29.6875,-51.1328
"431342",27,2022,0,0,0,0,0,"Novo Machado",-27.5765,-54.5036
"431344",18,2022,0,0,0,0,0,"Novo Tiradentes",-27.5649,-53.1837
"431346",26,2022,0,0,0,0,0,"Novo Xingu",-27.749,-53.0639
"431349",41,2022,0,1,0,0,0,"Novo Barreiro",-27.9077,-53.1103
"431350",551,2022,1,0,0,0,0,"Osório",-29.8881,-50.2667
"431360",37,2022,0,1,0,0,0,"Paim Filho",-27.7075,-51.763
"431365",121,2022,0,0,0,0,0,"Palmares do Sul",-30.2535,-50.5103
"431370",424,2022,0,2,1,1,0,"Palmeira das Missões",-27.9007,-53.3134
"431380",89,2022,0,0,0,1,0,"Palmitinho",-27.3596,-53.558
"431390",496,2022,0,2,0,1,0,"Panambi",-28.2833,-53.5023
"431395",121,2022,0,0,0,0,0,"Pantano Grande",-30.1902,-52.3729
"431400",77,2022,0,1,0,0,0,"Paraí",-28.5964,-51.7896
"431402",52,2022,0,2,0,0,0,"Paraíso do Sul",-29.6717,-53.144
"431403",53,2022,0,0,0,0,0,"Pareci Novo",-29.6365,-51.3974
"431405",755,2022,0,5,1,1,0,"Parobé",-29.6243,-50.8312
"431406",40,2022,0,0,0,0,0,"Passa Sete",-29.4577,-52.9599
"431407",61,2022,0,1,0,0,0,"Passo do Sobrado",-29.748,-52.2748
"431410",2662,2022,3,7,0,4,0,"Passo Fundo",-28.2576,-52.4091
"431413",17,2022,0,0,0,0,0,"Paulo Bento",-27.7051,-52.4169
"431415",80,2022,0,0,0,1,0,"Paverama",-29.5486,-51.7339
"431417",30,2022,0,0,0,0,0,"Pedras Altas",-31.7365,-53.5814
"431420",69,2022,0,0,0,0,0,"Pedro Osório",-31.8642,-52.8184
"431430",39,2022,0,1,0,0,0,"Pejuçara",-28.4283,-53.6579
"431440",3413,2022,9,4,1,1,0,"Pelotas",-31.7649,-52.3371
"431442",43,2022,0,0,0,0,0,"Picada Café",-29.4464,-51.1367
"431445",47,2022,0,0,0,0,0,"Pinhal",-27.508,-53.2082
"431446",20,2022,0,0,0,0,0,"Pinhal da Serra",-27.8751,-51.1673
"431447",22,2022,0,0,0,0,0,"Pinhal Grande",-29.345,-53.3206
"431449",50,2022,0,0,0,0,0,"Pinheirinho do Vale",-27.2109,-53.608
"431450",102,2022,0,0,0,0,0,"Pinheiro Machado",-31.5794,-53.3798
"431454",28,2022,0,0,0,0,0,"Pinto Bandeira",-29.0975,-51.4503
"431455",12,2022,0,0,0,0,0,"Pirapó",-28.0439,-55.2001
"431460",135,2022,0,0,0,0,0,"Piratini",-31.4473,-53.0973
"431470",147,2022,0,0,0,0,0,"Planalto",-27.3297,-53.0575
"431475",22,2022,0,0,0,0,0,"Poço das Antas",-29.4481,-51.6719
"431477",34,2022,0,0,0,0,0,"Pontão",-28.0585,-52.6791
"431478",9,2022,0,0,0,0,0,"Ponte Preta",-27.6587,-52.4848
"431480",415,2022,2,1,0,1,0,"Portão",-29.7015,-51.2429
"431490",13679,2022,32,58,8,12,0,"Porto Alegre",-30.0318,-51.2065
"431500",27,2022,0,0,0,0,0,"Porto Lucena",-27.8569,-55.01
"431505",14,2022,0,0,0,0,0,"Porto Mauá",-27.5796,-54.6657
"431507",18,2022,0,0,0,0,0,"Porto Vera Cruz",-27.7405,-54.8994
"431510",104,2022,0,0,0,0,0,"Porto Xavier",-27.9082,-55.1379
"431513",15,2022,0,0,0,0,0,"Pouso Novo",-29.1738,-52.2136
"431514",46,2022,0,0,0,0,0,"Presidente Lucena",-29.5175,-51.1798
"431515",50,2022,0,0,2,0,0,"Progresso",-29.2441,-52.3197
"431517",12,2022,0,0,0,0,0,"Protásio Alves",-28.7572,-51.4757
"431520",36,2022,0,0,0,0,0,"Putinga",-29.0045,-52.1569
"431530",253,2022,1,1,0,0,0,"Quaraí",-30.384,-56.4483
"431531",21,2022,0,0,0,0,0,"Quatro Irmãos",-27.8257,-52.4424
"431532",24,2022,0,0,0,0,0,"Quevedos",-29.3504,-54.0789
"431535",42,2022,0,2,0,1,0,"Quinze de Novembro",-28.7466,-53.1011
"431540",189,2022,0,0,1,1,1,"Redentora",-27.664,-53.6407
"431545",14,2022,1,0,0,0,0,"Relvado",-29.1164,-52.0778
"431550",142,2022,1,1,0,1,0,"Restinga Sêca",-29.8188,-53.3807
"431555",20,2022,1,0,0,0,0,"Rio dos Índios",-27.2973,-52.8417
"431560",2078,2022,4,8,1,5,0,"Rio Grande",-32.0349,-52.1071
"431570",340,2022,0,1,0,0,0,"Rio Pardo",-29.988,-52.3711
"431575",46,2022,0,0,0,0,0,"Riozinho",-29.639,-50.4488
"431580",100,2022,0,0,0,0,0,"Roca Sales",-29.2884,-51.8658
"431590",94,2022,0,0,0,0,0,"Rodeio Bonito",-27.4742,-53.1706
"431595",19,2022,0,0,0,0,0,"Rolador",-28.2566,-54.8186
"431600",265,2022,1,0,0,0,0,"Rolante",-29.6462,-50.5819
"431610",101,2022,0,0,0,0,0,"Ronda Alta",-27.7758,-52.8056
"431620",30,2022,0,0,0,0,0,"Rondinha",-27.8315,-52.9081
"431630",67,2022,0,1,0,0,0,"Roque Gonzales",-28.1297,-55.0266
"431640",415,2022,0,1,0,0,0,"Rosário do Sul",-30.2515,-54.9221
"431642",24,2022,0,1,0,0,0,"Sagrada Família",-27.7085,-53.1351
"431643",19,2022,0,0,0,0,0,"Saldanha Marinho",-28.3941,-53.097
"431645",113,2022,0,0,0,0,0,"Salto do Jacuí",-29.0951,-53.2133
"431647",38,2022,0,0,0,0,0,"Salvador das Missões",-28.1233,-54.8373
"431650",77,2022,0,0,0,0,0,"Salvador do Sul",-29.4386,-51.5077
"431660",172,2022,0,0,0,0,0,"Sananduva",-27.947,-51.8079
"431670",88,2022,0,0,0,0,0,"Santa Bárbara do Sul",-28.3653,-53.251
"431673",28,2022,0,0,0,0,0,"Santa Cecília do Sul",-28.1609,-51.9279
"431675",58,2022,0,0,0,1,0,"Santa Clara do Sul",-29.4747,-52.0843
"431680",1456,2022,8,4,2,0,1,"Santa Cruz do Sul",-29.722,-52.4343
"431690",2993,2022,9,8,4,2,0,"Santa Maria",-29.6868,-53.8149
"431695",49,2022,0,1,0,0,0,"Santa Maria do Herval",-29.4902,-50.9919
"431697",9,2022,0,0,0,0,0,"Santa Margarida do Sul",-30.3393,-54.0817
"431700",46,2022,0,0,0,0,0,"Santana da Boa Vista",-30.8697,-53.11
"431710",893,2022,1,2,0,1,0,"Sant'Ana do Livramento",-30.8773,-55.5392
"431720",985,2022,2,1,0,0,0,"Santa Rosa",-27.8702,-54.4796
"431725",8,2022,0,0,0,0,0,"Santa Tereza",-29.1655,-51.7351
"431730",290,2022,0,0,0,1,0,"Santa Vitória do Palmar",-33.525,-53.3717
"431740",532,2022,1,0,0,0,0,"Santiago",-29.1897,-54.8666
"431750",935,2022,1,0,1,0,0,"Santo Ângelo",-28.3001,-54.2668
"431755",14,2022,0,0,0,0,0,"Santo Antônio do Palma",-28.4956,-52.0267
"431760",402,2022,4,0,0,0,0,"Santo Antônio da Patrulha",-29.8268,-50.5175
"431770",87,2022,1,0,0,0,0,"Santo Antônio das Missões",-28.514,-55.2251
"431775",22,2022,0,0,0,0,0,"Santo Antônio do Planalto",-28.403,-52.6992
"431780",172,2022,0,0,0,0,0,"Santo Augusto",-27.8526,-53.7776
"431790",154,2022,0,0,0,1,0,"Santo Cristo",-27.8263,-54.662
"431795",20,2022,0,0,0,0,0,"Santo Expedito do Sul",-27.9074,-51.6434
"431800",662,2022,0,1,1,0,0,"São Borja",-28.6578,-56.0036
"431805",16,2022,0,0,0,0,0,"São Domingos do Sul",-28.5312,-51.886
"431810",140,2022,0,2,0,0,0,"São Francisco de Assis",-29.5547,-55.1253
"431820",261,2022,0,1,0,0,0,"São Francisco de Paula",-29.4404,-50.5828
"431830",698,2022,1,6,0,0,0,"São Gabriel",-30.3337,-54.3217
"431840",236,2022,0,0,0,0,0,"São Jerônimo",-29.9716,-51.7251
"431842",42,2022,0,0,0,0,0,"São João da Urtiga",-27.8195,-51.8257
"431843",26,2022,0,0,0,0,0,"São João do Polêsine",-29.6194,-53.4439
"431844",31,2022,0,0,0,0,0,"São Jorge",-28.4984,-51.7064
"431845",24,2022,0,0,0,0,0,"São José das Missões",-27.7789,-53.1226
"431846",23,2022,0,0,0,0,0,"São José do Herval",-29.052,-52.295
"431848",29,2022,0,0,0,0,0,"São José do Hortêncio",-29.528,-51.245
"431849",23,2022,0,0,0,0,0,"São José do Inhacorá",-27.7251,-54.1275
"431850",268,2022,2,2,0,0,0,"São José do Norte",-32.0151,-52.0331
"431860",73,2022,0,1,0,0,0,"São José do Ouro",-27.7707,-51.5966
"431861",28,2022,0,0,0,0,0,"São José do Sul",-29.5448,-51.4821
"431862",75,2022,1,1,0,1,0,"São José dos Ausentes",-28.7476,-50.0677
"431870",2500,2022,4,3,1,0,0,"São Leopoldo",-29.7545,-51.1498
"431880",367,2022,1,0,0,0,0,"São Lourenço do Sul",-31.3564,-51.9715
"431890",459,2022,1,3,2,1,0,"São Luiz Gonzaga",-28.412,-54.9559
"431900",198,2022,0,0,0,0,0,"São Marcos",-28.9677,-51.0696
"431910",51,2022,0,0,0,0,0,"São Martinho",-27.7112,-53.9699
"431912",30,2022,0,0,0,0,0,"São Martinho da Serra",-29.5397,-53.859
"431915",84,2022,0,1,0,0,0,"São Miguel das Missões",-28.556,-54.5559
"431920",46,2022,0,1,0,2,0,"São Nicolau",-28.1834,-55.2654
"431930",62,2022,0,0,0,0,0,"São Paulo das Missões",-28.0195,-54.9404
"431935",40,2022,0,2,0,0,0,"São Pedro da Serra",-29.4193,-51.5134
"431936",29,2022,0,1,0,0,0,"São Pedro das Missões",-27.7706,-53.2513
"431937",26,2022,0,0,0,0,0,"São Pedro do Butiá",-28.1243,-54.8926
"431940",172,2022,1,1,0,0,0,"São Pedro do Sul",-29.6202,-54.1855
"431950",275,2022,0,0,0,0,0,"São Sebastião do Caí",-29.5885,-51.3749
"431960",228,2022,0,2,0,0,0,"São Sepé",-30.1643,-53.5603
"431970",32,2022,0,0,0,0,0,"São Valentim",-27.5583,-52.5237
"431971",17,2022,0,0,0,0,0,"São Valentim do Sul",-29.0451,-51.7684
"431973",37,2022,0,0,0,0,0,"São Valério do Sul",-27.7906,-53.9368
"431975",19,2022,0,0,0,0,0,"São Vendelino",-29.3729,-51.3675
"431980",89,2022,0,0,0,0,0,"São Vicente do Sul",-29.6882,-54.6826
"431990",1070,2022,1,3,0,0,0,"Sapiranga",-29.6349,-51.0064
"432000",1433,2022,3,5,1,2,0,"Sapucaia do Sul",-29.8276,-51.145
"432010",274,2022,2,0,1,0,0,"Sarandi",-27.942,-52.9231
"432020",192,2022,0,1,0,0,0,"Seberi",-27.4829,-53.4026
"432023",27,2022,0,0,0,0,0,"Sede Nova",-27.6367,-53.9493
"432026",66,2022,0,0,0,0,0,"Segredo",-29.3523,-52.9767
"432030",40,2022,0,0,0,0,0,"Selbach",-28.6294,-52.9498
"432032",26,2022,0,0,0,0,0,"Senador Salgado Filho",-28.025,-54.5507
"432035",46,2022,0,0,0,0,0,"Sentinela do Sul",-30.6107,-51.5862
"432040",182,2022,0,0,0,0,0,"Serafina Corrêa",-28.7126,-51.9352
"432045",16,2022,0,0,0,0,0,"Sério",-29.3904,-52.2685
"432050",56,2022,0,1,0,0,0,"Sertão",-27.9798,-52.2588
"432055",64,2022,0,0,0,0,0,"Sertão Santana",-30.4562,-51.6017
"432057",19,2022,0,0,0,0,0,"Sete de Setembro",-28.1362,-54.4637
"432060",41,2022,0,0,0,0,0,"Severiano de Almeida",-27.4362,-52.1217
"432065",16,2022,0,0,0,0,0,"Silveira Martins",-29.6467,-53.591
"432067",68,2022,0,0,0,0,0,"Sinimbu",-29.5357,-52.5304
"432070",156,2022,0,1,0,0,0,"Sobradinho",-29.4194,-53.0326
"432080",393,2022,0,1,0,0,0,"Soledade",-28.8306,-52.5131
"432085",61,2022,0,1,0,0,0,"Tabaí",-29.643,-51.6823
"432090",389,2022,1,3,1,0,0,"Tapejara",-28.0652,-52.0097
"432100",112,2022,0,0,0,0,0,"Tapera",-28.6277,-52.8613
"432110",149,2022,0,1,0,0,0,"Tapes",-30.6683,-51.3991
"432120",625,2022,0,7,0,2,0,"Taquara",-29.6505,-50.7753
"432130",278,2022,1,2,0,1,0,"Taquari",-29.7943,-51.8653
"432132",43,2022,0,0,0,0,0,"Taquaruçu do Sul",-27.4005,-53.4702
"432135",41,2022,1,1,0,1,0,"Tavares",-31.2843,-51.088
"432140",217,2022,0,2,0,0,0,"Tenente Portela",-27.3711,-53.7585
"432143",123,2022,0,0,1,0,0,"Terra de Areia",-29.5782,-50.0644
"432145",395,2022,0,0,0,1,0,"Teutônia",-29.4482,-51.8044
"432146",38,2022,0,0,0,0,0,"Tio Hugo",-28.5712,-52.5955
"432147",41,2022,0,0,0,0,0,"Tiradentes do Sul",-27.4022,-54.0814
"432149",20,2022,0,0,0,0,0,"Toropi",-29.4782,-54.2244
"432150",518,2022,1,2,1,0,0,"Torres",-29.3334,-49.7333
"432160",747,2022,1,1,1,0,0,"Tramandaí",-29.9841,-50.1322
"432162",12,2022,0,0,0,0,0,"Travesseiro",-29.2977,-52.0532
"432163",19,2022,0,0,0,0,0,"Três Arroios",-27.5003,-52.1448
"432166",137,2022,0,0,0,0,0,"Três Cachoeiras",-29.4487,-49.9275
"432170",248,2022,0,0,0,0,0,"Três Coroas",-29.5137,-50.7739
"432180",287,2022,0,0,0,0,0,"Três de Maio",-27.78,-54.2357
"432183",34,2022,0,0,0,0,0,"Três Forquilhas",-29.5384,-50.0708
"432185",62,2022,0,0,0,0,0,"Três Palmeiras",-27.6139,-52.8437
"432190",320,2022,0,0,0,0,0,"Três Passos",-27.4555,-53.9296
"432195",99,2022,0,0,0,0,0,"Trindade do Sul",-27.5239,-52.8956
"432200",290,2022,0,0,0,0,0,"Triunfo",-29.9291,-51.7075
"432210",45,2022,0,0,0,0,0,"Tucunduva",-27.6573,-54.4439
"432215",38,2022,0,0,0,0,0,"Tunas",-29.1039,-52.9538
"432218",6,2022,0,0,0,0,0,"Tupanci do Sul",-27.9241,-51.5383
"432220",228,2022,0,2,0,0,0,"Tupanciretã",-29.0858,-53.8445
"432225",73,2022,0,0,0,0,0,"Tupandi",-29.4772,-51.4174
"432230",61,2022,0,0,0,0,0,"Tuparendi",-27.7598,-54.4814
"432232",28,2022,0,0,0,0,0,"Turuçu",-31.4173,-52.1706
"432234",18,2022,0,0,0,0,0,"Ubiretama",-28.0404,-54.686
"432235",7,2022,0,0,0,0,0,"União da Serra",-28.7833,-52.0238
"432237",18,2022,0,0,0,0,0,"Unistalda",-29.04,-55.1517
"432240",1469,2022,0,2,1,0,0,"Uruguaiana",-29.7614,-57.0853
"432250",882,2022,1,1,0,1,0,"Vacaria",-28.5079,-50.9418
"432252",26,2022,0,0,0,0,0,"Vale Verde",-29.7864,-52.1857
"432253",77,2022,0,0,0,0,0,"Vale do Sol",-29.5967,-52.6839
"432254",75,2022,0,0,0,0,0,"Vale Real",-29.3919,-51.2559
"432255",12,2022,0,0,0,0,0,"Vanini",-28.4758,-51.8447
"432260",761,2022,1,1,0,1,0,"Venâncio Aires",-29.6143,-52.1932
"432270",280,2022,1,0,0,0,0,"Vera Cruz",-29.7184,-52.5152
"432280",245,2022,2,1,0,0,0,"Veranópolis",-28.9312,-51.5516
"432285",20,2022,0,0,0,0,0,"Vespasiano Corrêa",-29.0655,-51.8625
"432290",34,2022,0,0,0,0,0,"Viadutos",-27.5716,-52.0211
"432300",2166,2022,3,6,0,2,0,"Viamão",-30.0819,-51.0194
"432310",43,2022,0,0,0,0,0,"Vicente Dutra",-27.1607,-53.4022
"432320",29,2022,0,0,0,0,0,"Victor Graeff",-28.5632,-52.7495
"432330",47,2022,0,0,0,0,0,"Vila Flores",-28.8598,-51.5504
"432335",21,2022,0,1,0,0,0,"Vila Lângaro",-28.1062,-52.1438
"432340",47,2022,0,0,0,0,0,"Vila Maria",-28.5359,-52.1486
"432345",30,2022,1,0,0,0,0,"Vila Nova do Sul",-30.3461,-53.876
"432350",27,2022,0,0,0,0,0,"Vista Alegre",-27.3686,-53.4919
"432360",13,2022,0,0,0,0,0,"Vista Alegre do Prata",-28.8052,-51.7947
"432370",30,2022,0,0,0,0,0,"Vista Gaúcha",-27.2902,-53.6974
"432375",33,2022,0,0,0,0,0,"Vitória das Missões",-28.3516,-54.504
"432377",36,2022,0,0,0,0,0,"Westfália",-29.4263,-51.7645
"432380",206,2022,0,1,0,0,0,"Xangri-lá",-29.8065,-50.0519
"430003",57,2023,0,0,0,0,0,"Aceguá",-31.8665,-54.1615
"430005",37,2023,1,0,0,0,0,"Água Santa",-28.1672,-52.031
"430010",183,2023,0,1,0,0,0,"Agudo",-29.6447,-53.2515
"430020",50,2023,0,0,0,1,0,"Ajuricaba",-28.2342,-53.7757
"430030",55,2023,0,1,1,0,0,"Alecrim",-27.6579,-54.7649
"430040",754,2023,0,1,0,1,0,"Alegrete",-29.7902,-55.7949
"430045",25,2023,0,0,0,0,0,"Alegria",-27.8345,-54.0557
"430047",20,2023,0,0,0,0,0,"Almirante Tamandaré do Sul",-28.1149,-52.9142
"430050",61,2023,0,0,0,0,0,"Alpestre",-27.2502,-53.0341
"430055",9,2023,0,0,0,0,0,"Alto Alegre",-28.7769,-52.9893
"430057",24,2023,0,0,0,0,0,"Alto Feliz",-29.3919,-51.3123
"430060",2131,2023,6,10,1,5,0,"Alvorada",-29.9914,-51.0809
"430063",43,2023,0,0,0,0,0,"Amaral Ferrador",-30.8756,-52.2509
"430064",102,2023,0,0,0,0,0,"Ametista do Sul",-27.3607,-53.183
"430066",16,2023,0,0,0,0,0,"André da Rocha",-28.6283,-51.5797
"430070",74,2023,0,2,1,0,0,"Anta Gorda",-28.9698,-52.0102
"430080",151,2023,0,0,0,0,0,"Antônio Prado",-28.8565,-51.2883
"430085",39,2023,0,0,0,0,0,"Arambaré",-30.9092,-51.5046
"430087",106,2023,0,0,0,0,0,"Araricá",-29.6168,-50.9291
"430090",48,2023,0,0,0,0,0,"Aratiba",-27.3978,-52.2975
"430100",293,2023,0,0,0,0,0,"Arroio do Meio",-29.4014,-51.9557
"430105",130,2023,0,0,0,1,0,"Arroio do Sal",-29.5439,-49.8895
"430107",28,2023,0,0,0,0,0,"Arroio do Padre",-31.4389,-52.4246
"430110",138,2023,2,0,0,0,0,"Arroio dos Ratos",-30.0875,-51.7275
"430120",144,2023,1,0,0,0,0,"Arroio do Tigre",-29.3348,-53.0966
"430130",192,2023,0,0,0,0,0,"Arroio Grande",-32.2327,-53.0862
"430140",118,2023,0,0,0,0,0,"Arvorezinha",-28.8737,-52.1781
"430150",69,2023,0,0,0,0,0,"Augusto Pestana",-28.5172,-53.9883
"430155",27,2023,0,0,0,0,0,"Áurea",-27.6936,-52.0505
"430160",1381,2023,2,3,1,1,0,"Bagé",-31.3297,-54.0999
"430163",128,2023,0,0,0,0,0,"Balneário Pinhal",-30.2419,-50.2337
"430165",68,2023,0,0,0,0,0,"Barão",-29.3725,-51.4949
"430170",72,2023,0,0,0,0,0,"Barão de Cotegipe",-27.6208,-52.3798
"430175",42,2023,0,0,0,1,0,"Barão do Triunfo",-30.3891,-51.7384
"430180",53,2023,0,0,0,0,0,"Barracão",-27.6739,-51.4585
"430185",43,2023,0,0,0,0,0,"Barra do Guarita",-27.1927,-53.7109
"430187",39,2023,0,0,0,0,0,"Barra do Quaraí",-30.2029,-57.5497
"430190",123,2023,0,0,0,0,0,"Barra do Ribeiro",-30.2939,-51.3014
"430192",13,2023,0,0,0,0,0,"Barra do Rio Azul",-27.4069,-52.4084
"430195",22,2023,0,0,0,0,0,"Barra Funda",-27.9205,-53.0391
"430200",97,2023,0,0,0,1,0,"Barros Cassal",-29.0947,-52.5836
"430205",36,2023,0,0,1,0,0,"Benjamin Constant do Sul",-27.5086,-52.5995
"430210",1477,2023,9,7,0,1,0,"Bento Gonçalves",-29.1662,-51.5165
"430215",32,2023,0,0,0,0,0,"Boa Vista das Missões",-27.6671,-53.3102
"430220",86,2023,0,1,0,0,0,"Boa Vista do Buricá",-27.6693,-54.1082
"430222",30,2023,0,0,0,0,0,"Boa Vista do Cadeado",-28.5791,-53.8108
"430223",34,2023,0,0,0,0,0,"Boa Vista do Incra",-28.8185,-53.391
"430225",23,2023,0,0,0,0,0,"Boa Vista do Sul",-29.3544,-51.6687
"430230",187,2023,0,1,0,1,0,"Bom Jesus",-28.6697,-50.4295
"430235",146,2023,1,0,0,0,0,"Bom Princípio",-29.4856,-51.3548
"430237",18,2023,0,0,0,0,0,"Bom Progresso",-27.5399,-53.8716
"430240",120,2023,0,1,0,0,0,"Bom Retiro do Sul",-29.6071,-51.9456
"430245",66,2023,0,1,0,0,0,"Boqueirão do Leão",-29.3046,-52.4284
"430250",57,2023,0,0,0,0,0,"Bossoroca",-28.7291,-54.9035
"430258",22,2023,0,0,0,0,0,"Bozano",-28.3659,-53.772
"430260",30,2023,0,0,0,0,0,"Braga",-27.6173,-53.7405
"430265",52,2023,0,0,0,0,0,"Brochier",-29.5501,-51.5945
"430270",194,2023,0,0,0,0,0,"Butiá",-30.1179,-51.9601
"430280",325,2023,0,1,0,0,0,"Caçapava do Sul",-30.5144,-53.4827
"430290",96,2023,0,0,0,0,0,"Cacequi",-29.8883,-54.822
"430300",864,2023,2,2,0,0,0,"Cachoeira do Sul",-30.033,-52.8928
"430310",1479,2023,4,4,2,2,0,"Cachoeirinha",-29.9472,-51.1016
"430320",45,2023,0,0,0,0,0,"Cacique Doble",-27.767,-51.6597
"430330",48,2023,0,0,0,0,0,"Caibaté",-28.2905,-54.6454
"430340",43,2023,0,0,0,0,0,"Caiçara",-27.2791,-53.4257
"430350",671,2023,1,3,0,1,0,"Camaquã",-30.8489,-51.8043
"430355",42,2023,0,0,0,0,0,"Camargo",-28.588,-52.2003
